"sPCA_Component1","sPCA_Component2","sPCA_Component3","sPCA_Component4","sPCA_Component5","sPCA_Component6","sPCA_Component7","sPCA_Component8","sPCA_Component9","sPCA_Component10","sPCA_Component11","sPCA_Component12","sPCA_Component13","sPCA_Component14","sPCA_Component15","sPCA_Component16","sPCA_Component17","sPCA_Component18","sPCA_Component19","sPCA_Component20","Disease_group"
"-0.665090440227959","1.09902528772261","1.8461121008062","-0.173913894007391","5.36417410030286","-5.00585770922148","1.96978171991561","-6.73453365187725","1.133782940748","1.18231392677959","2.56054455295396","-3.03147198854325","2.79938546792243","0.134836556065646","1.07943546639068","1.08151792098406","0.469851040427104","-2.42237143519041","1.25399651408553","2.84280923250956","Diseased"
"3.39501087536369","-0.864656172952747","0.607924329159251","2.55929776751073","-0.407640583891133","-5.22375647221323","-1.80623493105617","2.37098010560438","0.0666230081337561","0.00202557535351134","1.72850244699433","-2.04104345750001","-2.87603171917763","-5.40599210449279","-1.5791834429146","4.75132667731411","-1.01545906213256","0.145428764034573","2.14833997899028","0.084666298061219","Diseased"
"-8.70990112237331","0.548671195282681","-15.5406608362791","-1.67485659969422","-1.40060269404471","5.24944826137567","1.24731644010447","6.52291272838666","-4.32901778978029","1.60242139790705","-6.23327190046009","-6.26921898462002","1.944565827183","-3.05956334672011","-2.68241353025943","-6.4256903051038","-5.18994052492045","-5.01861029792364","2.48590623614249","1.48305707005056","Diseased"
"-15.1951725801178","9.48232848869638","10.2002569008837","-0.847248215652491","-12.2583156196497","2.38496999485758","-5.15026284109895","-7.18199954750111","4.46377097511844","6.4935505810562","-5.82136015959541","-0.606234258527174","-6.42395527378283","-1.07843016138342","-1.79322614436304","3.53995851677112","-0.491914910546211","-1.98179365575896","1.095717923617","-1.03228478990707","Diseased"
"-8.44407387295847","-6.61530002041749","5.60829479256918","7.28723823555904","9.24069452134531","-2.17250933142934","3.93509627486713","1.79425169036407","-1.12498452028349","1.74071379671303","0.912117710580037","1.57157520844366","1.85238646738991","-4.45777795791963","-0.309393073174798","4.69791295395624","1.41537442652972","1.50384144372733","1.02281283966206","-1.13760322949415","Healthy"
"-0.914968237167131","-3.83669581466644","0.766643906560972","-2.13907627236284","2.49600657683363","3.46107336368042","4.63695307207181","5.96330288126749","-1.78558334020152","1.44029243262249","-2.20615058511542","2.23680106091825","-0.110983136029182","3.9724415294351","0.197505197800313","0.610494784523968","2.55186566768905","0.504863871745669","-2.47360272554132","3.97614259800442","Healthy"
"1.49248295930984","9.16200381138904","-3.80087896353932","-1.02040224702374","0.144052460024332","0.907757378272286","-2.14374846257317","0.613160420600264","1.80700613398647","4.63370887410693","6.1071181791512","-0.750649347902312","1.02177350944997","1.98255787772548","3.46275803159477","-1.02590710942766","3.39025713000262","0.36240375339894","-1.89512735487819","1.30437231524153","Healthy"
"6.06036223295429","-4.28691756672198","0.628716132268562","3.94345646716248","3.28203602949711","-3.52915961521818","-1.21721274338366","1.70926703986907","2.24025009995799","-0.0285289776270944","-1.93986700014911","0.567590536403672","1.47279380563589","0.87891757877724","-2.95272750547697","-2.63066617118119","1.7693995123067","-2.3873339061024","3.15920549446441","-2.05962335094403","Healthy"
"-1.22703308557654","4.19981833123971","3.18895484874738","5.69531963677153","-0.283673779985812","-4.46111293976561","3.3213643180982","6.19273064755505","-6.55858655809776","0.742996605114797","0.204409283417619","3.1328397189252","-1.89938709224875","0.555138485684082","-4.26244743852372","-1.29598768521381","2.3326277872874","3.04505919249768","-1.96944953373726","-0.612482304400131","Healthy"
"-6.75010578585002","-7.45469956699023","10.0281758754664","2.639432662816","-1.87363437207223","7.3284624748945","2.22702007419924","7.47557280215456","-1.2459450561194","0.901604762722738","5.43199970954133","-0.796702283159435","-0.592720263183261","3.87370230667645","0.0828492812099216","-3.66168082635507","0.222698057457138","-0.0760555915089313","-1.50642678917402","-1.27635410454821","Healthy"
"-6.34484084595922","0.840455098411194","3.91481560073884","5.99219332739725","-7.50959214272609","2.45113371502294","-1.30040216505819","3.49622870548995","-0.0123628727355502","-4.89654131932385","-2.89980579274917","1.33774543347746","-3.04256498545703","-0.994529841383911","-0.522759634397569","-0.347596501732102","0.446109103363563","1.12144716725517","-3.45619020003154","1.38677125189634","Healthy"
"1.02235453337339","4.58059576226696","3.55040170214303","-3.90265898223733","3.88237060019395","4.34352090323143","-4.7193214188238","0.897789699559098","-7.2980697087525","-1.50098826334002","3.41982936733354","-0.916237846969498","-1.20146519364692","0.933885185619352","-3.14955684045878","-0.211939700286589","0.862385469336543","2.97798987094576","-1.66531878610715","0.77799391124841","Healthy"
"0.748800177431482","-9.37409407547441","3.67796026121437","4.33705044906254","2.04181441954105","-0.493583287619414","-0.639249030465492","2.53451317932673","4.51343586515253","0.236705096877271","1.70377734337346","0.512437617078182","0.0800833164676463","-1.2493153266718","3.54929358610694","-1.45726952258855","-1.33416329748432","2.33909778175003","-4.3298145580829","-1.67245397782284","Diseased"
"-2.86423905201187","11.9716574160352","1.34093713560892","3.79060434655519","7.03270500278496","5.28186275938259","1.64774894595245","-1.27381843824062","-2.10769356522514","4.53895682466971","-2.47948476924554","6.17592795030642","0.209156739407207","1.5645329323846","-0.337274563553664","-0.306175367897635","-1.07060034500333","3.49179440625031","0.871463315321135","-2.43325646517766","Healthy"
"0.279482096945864","-0.614212442651907","5.28969079919481","3.58319458681106","-9.38060839245607","2.44818679949729","2.17856024386671","-9.60762738976361","0.655174167788235","0.690231860295559","1.12399660990469","-2.97178863751951","0.659684705232429","-2.59890989276211","3.51027459606221","-0.156773795668464","-2.54638876011037","-0.42534153025522","-0.722272263454983","2.57173531974795","Diseased"
"-6.01987796601113","1.33950556696357","8.0709942262986","1.62979919565914","-4.04414468456705","-3.97314011914699","-0.644977250179277","0.600624844190111","-2.34429609532007","-1.68491828965693","-2.43329632946284","-0.147519435997935","5.2207872124752","-3.988460908931","-3.95061443072656","-2.69308427417027","-2.46816911758176","1.72735487343822","3.89033015887067","0.0835250927869801","Healthy"
"-1.3527160152112","-3.05480774348698","-4.73856359991854","1.32839583623862","1.2393515810809","-4.37144073290839","-8.56109428064265","-0.807837174809859","-2.86113990597089","-4.67702889633455","5.86581000374617","0.890230068916637","2.64635490492844","4.58054560709156","-0.932851562465329","2.8681347354734","1.32978054352609","-2.08835833401656","-1.51005133170212","1.72678642427053","Diseased"
"-5.79946101988486","7.41884488292709","5.49960334286405","1.23468565101097","5.33551430285346","7.50122266909147","3.30110930349517","-5.99189297675024","-1.89200018913698","-0.693513020503732","4.07993738445542","2.58352636060361","-0.0836566641001863","3.71281383682086","1.78651056774389","-1.89267003271331","-6.30796583946834","-0.510134185800967","1.81034310988833","0.761246379753843","Healthy"
"-5.054382952703","-2.30094577621052","1.69240652683843","0.937786240420769","7.31285446121022","-1.72047046221945","-1.82361549592603","3.37698576621471","1.22019919697829","-0.233988809489821","1.27185901578772","0.0962790113802802","0.696007376019922","1.97135694756187","0.115080864917028","-1.34461796381696","-2.69980955939328","1.70269598406231","-1.27818779974965","4.49466729474746","Healthy"
"9.26032185303788","-1.07889635836961","4.48659891935168","4.55977279670542","-1.18331104559093","4.1072526451048","0.412737898846162","-2.43732175933318","-5.00043651390686","5.32967727772517","4.01749543237001","-0.551775146904607","-0.105856601234788","-0.260069896512666","0.659996643001476","-1.94714823631616","1.54743979358964","0.247901462481028","5.93898081481289","-0.7193622825859","Healthy"
